-------------  TOF INSERTIONS  -------------
--- 0 READS          |          1 WRITES 
--- 6 READS          |          65 WRITES 
--- 6 READS          |          167 WRITES 
--- 6 READS          |          53 WRITES 
--- 7 READS          |          123 WRITES 
--- 7 READS          |          51 WRITES 
--- 6 READS          |          137 WRITES 
--- 7 READS          |          75 WRITES 
--- 7 READS          |          141 WRITES 
--- 6 READS          |          143 WRITES 
--- 7 READS          |          105 WRITES 
--- 6 READS          |          119 WRITES 
--- 6 READS          |          77 WRITES 
--- 7 READS          |          87 WRITES 
--- 6 READS          |          161 WRITES 
--- 6 READS          |          167 WRITES 
--- 6 READS          |          125 WRITES 
--- 5 READS          |          163 WRITES 
--- 3 READS          |          169 WRITES 
--- 6 READS          |          29 WRITES 
--- 7 READS          |          87 WRITES 
--- 7 READS          |          51 WRITES 
--- 4 READS          |          61 WRITES 
--- 6 READS          |          173 WRITES 
--- 4 READS          |          85 WRITES 
--- 3 READS          |          121 WRITES 
--- 5 READS          |          163 WRITES 
--- 5 READS          |          31 WRITES 
--- 5 READS          |          139 WRITES 
--- 7 READS          |          63 WRITES 
--- 7 READS          |          177 WRITES 
--- 6 READS          |          35 WRITES 
--- 7 READS          |          63 WRITES 
--- 6 READS          |          71 WRITES 
--- 7 READS          |          177 WRITES 
--- 7 READS          |          75 WRITES 
--- 7 READS          |          153 WRITES 
--- 6 READS          |          83 WRITES 
--- 4 READS          |          13 WRITES 
--- 6 READS          |          17 WRITES 
--- 7 READS          |          165 WRITES 
--- 5 READS          |          139 WRITES 
--- 6 READS          |          137 WRITES 
--- 6 READS          |          131 WRITES 
--- 6 READS          |          107 WRITES 
--- 6 READS          |          29 WRITES 
--- 6 READS          |          150 WRITES 
--- 6 READS          |          163 WRITES 
--- 7 READS          |          167 WRITES 
--- 5 READS          |          177 WRITES 
--- 7 READS          |          93 WRITES 
--- 6 READS          |          187 WRITES 
--- 5 READS          |          79 WRITES 
--- 5 READS          |          7 WRITES 
--- 6 READS          |          35 WRITES 
--- 6 READS          |          3 WRITES 
--- 6 READS          |          11 WRITES 
--- 1 READS          |          97 WRITES 
--- 7 READS          |          75 WRITES 
--- 7 READS          |          75 WRITES 
--- 5 READS          |          165 WRITES 
--- 6 READS          |          95 WRITES 
--- 7 READS          |          119 WRITES 
--- 6 READS          |          127 WRITES 
--- 2 READS          |          147 WRITES 
--- 7 READS          |          99 WRITES 
--- 7 READS          |          27 WRITES 
--- 5 READS          |          117 WRITES 
--- 6 READS          |          47 WRITES 
--- 7 READS          |          99 WRITES 
--- 5 READS          |          153 WRITES 
--- 5 READS          |          189 WRITES 
--- 1 READS          |          97 WRITES 
--- 6 READS          |          181 WRITES 
--- 7 READS          |          113 WRITES 
--- 6 READS          |          35 WRITES 
--- 5 READS          |          67 WRITES 
--- 6 READS          |          29 WRITES 
--- 1 READS          |          97 WRITES 
--- 6 READS          |          83 WRITES 
--- 7 READS          |          21 WRITES 
--- 6 READS          |          169 WRITES 
--- 7 READS          |          131 WRITES 
--- 4 READS          |          13 WRITES 
--- 7 READS          |          99 WRITES 
--- 5 READS          |          67 WRITES 
--- 6 READS          |          83 WRITES 
--- 6 READS          |          71 WRITES 
--- 7 READS          |          173 WRITES 
--- 7 READS          |          5 WRITES 
--- 5 READS          |          105 WRITES 
--- 6 READS          |          151 WRITES 
--- 7 READS          |          5 WRITES 
--- 7 READS          |          185 WRITES 
--- 2 READS          |          49 WRITES 
--- 6 READS          |          151 WRITES 
--- 2 READS          |          49 WRITES 
--- 3 READS          |          123 WRITES 
--- 7 READS          |          39 WRITES 
--- 6 READS          |          115 WRITES 
--- 4 READS          |          159 WRITES 
--- 4 READS          |          13 WRITES 
--- 7 READS          |          39 WRITES 
--- 7 READS          |          149 WRITES 
--- 7 READS          |          155 WRITES 
--- 6 READS          |          89 WRITES 
--- 5 READS          |          189 WRITES 
--- 6 READS          |          89 WRITES 
--- 5 READS          |          79 WRITES 
--- 4 READS          |          37 WRITES 
--- 7 READS          |          63 WRITES 
--- 6 READS          |          89 WRITES 
--- 5 READS          |          105 WRITES 
--- 6 READS          |          133 WRITES 
--- 7 READS          |          143 WRITES 
--- 7 READS          |          5 WRITES 
--- 7 READS          |          150 WRITES 
--- 7 READS          |          15 WRITES 
--- 6 READS          |          103 WRITES 
--- 6 READS          |          123 WRITES 
--- 6 READS          |          53 WRITES 
--- 6 READS          |          111 WRITES 
--- 5 READS          |          167 WRITES 
--- 6 READS          |          61 WRITES 
--- 7 READS          |          51 WRITES 
--- 5 READS          |          81 WRITES 
--- 6 READS          |          153 WRITES 
--- 4 READS          |          161 WRITES 
--- 7 READS          |          83 WRITES 
--- 4 READS          |          37 WRITES 
--- 6 READS          |          85 WRITES 
--- 7 READS          |          181 WRITES 
--- 6 READS          |          17 WRITES 
--- 7 READS          |          51 WRITES 
--- 5 READS          |          167 WRITES 
--- 6 READS          |          91 WRITES 
--- 7 READS          |          145 WRITES 
--- 7 READS          |          101 WRITES 
--- 3 READS          |          25 WRITES 
--- 5 READS          |          155 WRITES 
--- 7 READS          |          109 WRITES 
--- 6 READS          |          147 WRITES 
--- 6 READS          |          165 WRITES 
--- 5 READS          |          43 WRITES 
--- 5 READS          |          69 WRITES 
--- 7 READS          |          71 WRITES 
--- 6 READS          |          123 WRITES 
--- 5 READS          |          7 WRITES 
--- 6 READS          |          195 WRITES 
--- 7 READS          |          127 WRITES 
--- 7 READS          |          39 WRITES 
--- 4 READS          |          13 WRITES 
--- 6 READS          |          29 WRITES 
--- 6 READS          |          183 WRITES 
--- 5 READS          |          107 WRITES 
--- 6 READS          |          41 WRITES 
--- 7 READS          |          103 WRITES 
--- 6 READS          |          11 WRITES 
--- 7 READS          |          5 WRITES 
--- 6 READS          |          165 WRITES 
--- 7 READS          |          145 WRITES 
--- 7 READS          |          77 WRITES 
--- 7 READS          |          127 WRITES 
--- 4 READS          |          137 WRITES 
--- 5 READS          |          43 WRITES 
--- 6 READS          |          47 WRITES 
--- 7 READS          |          65 WRITES 
--- 7 READS          |          157 WRITES 
--- 6 READS          |          73 WRITES 
--- 6 READS          |          53 WRITES 
--- 7 READS          |          169 WRITES 
--- 6 READS          |          183 WRITES 
--- 6 READS          |          29 WRITES 
--- 2 READS          |          149 WRITES 
--- 7 READS          |          77 WRITES 
--- 7 READS          |          101 WRITES 
--- 7 READS          |          145 WRITES 
--- 7 READS          |          65 WRITES 
--- 5 READS          |          107 WRITES 
--- 7 READS          |          1 WRITES 
--- 2 READS          |          149 WRITES 
--- 7 READS          |          65 WRITES 
--- 3 READS          |          173 WRITES 
--- 7 READS          |          51 WRITES 
--- 7 READS          |          65 WRITES 
--- 6 READS          |          61 WRITES 
--- 7 READS          |          170 WRITES 
--- 6 READS          |          35 WRITES 
--- 4 READS          |          113 WRITES 
--- 5 READS          |          19 WRITES 
--- 3 READS          |          125 WRITES 
--- 5 READS          |          169 WRITES 
--- 7 READS          |          71 WRITES 
--- 5 READS          |          193 WRITES 
--- 5 READS          |          69 WRITES 
--- 5 READS          |          193 WRITES 
--- 7 READS          |          177 WRITES 
--- 5 READS          |          57 WRITES 
--- 7 READS          |          189 WRITES 
--- 7 READS          |          189 WRITES 
--- 6 READS          |          117 WRITES 
--- 7 READS          |          101 WRITES 
--- 7 READS          |          155 WRITES 
--- 6 READS          |          73 WRITES 
--- 7 READS          |          183 WRITES 
--- 4 READS          |          113 WRITES 
--- 7 READS          |          121 WRITES 
--- 7 READS          |          177 WRITES 
--- 2 READS          |          149 WRITES 
--- 6 READS          |          85 WRITES 
--- 7 READS          |          59 WRITES 
--- 7 READS          |          45 WRITES 
--- 5 READS          |          31 WRITES 
--- 6 READS          |          11 WRITES 
--- 7 READS          |          105 WRITES 
--- 5 READS          |          19 WRITES 
--- 7 READS          |          55 WRITES 
--- 7 READS          |          195 WRITES 
--- 6 READS          |          41 WRITES 
--- 6 READS          |          97 WRITES 
--- 5 READS          |          7 WRITES 
--- 7 READS          |          39 WRITES 
--- 7 READS          |          133 WRITES 
--- 4 READS          |          87 WRITES 
--- 6 READS          |          147 WRITES 
--- 7 READS          |          21 WRITES 
--- 7 READS          |          115 WRITES 
--- 5 READS          |          119 WRITES 
--- 5 READS          |          43 WRITES 
--- 7 READS          |          33 WRITES 
--- 5 READS          |          57 WRITES 
--- 6 READS          |          167 WRITES 
--- 7 READS          |          59 WRITES 
--- 6 READS          |          185 WRITES 
--- 6 READS          |          117 WRITES 
--- 2 READS          |          149 WRITES 
--- 5 READS          |          7 WRITES 
--- 7 READS          |          151 WRITES 
--- 7 READS          |          39 WRITES 
--- 7 READS          |          55 WRITES 
--- 5 READS          |          169 WRITES 
--- 5 READS          |          131 WRITES 
--- 5 READS          |          7 WRITES 
--- 7 READS          |          9 WRITES 
--- 6 READS          |          3 WRITES 
--- 4 READS          |          113 WRITES 
--- 4 READS          |          187 WRITES 
--- 5 READS          |          143 WRITES 
--- 6 READS          |          11 WRITES 
--- 1 READS          |          99 WRITES 
--- 5 READS          |          131 WRITES 
--- 5 READS          |          169 WRITES 
--- 6 READS          |          167 WRITES 
--- 6 READS          |          23 WRITES 
--- 6 READS          |          117 WRITES 
--- 5 READS          |          31 WRITES 
--- 7 READS          |          78 WRITES 
--- 5 READS          |          121 WRITES 
--- 4 READS          |          165 WRITES 
--- 7 READS          |          107 WRITES 
--- 6 READS          |          131 WRITES 
--- 6 READS          |          181 WRITES 
--- 7 READS          |          97 WRITES 
